sample_id,timestamp_s,spindle_speed_rpm,feed_rate_mm_min,depth_of_cut_mm,cutting_speed_m_min,material_hardness_HRC,spindle_motor_current_A,spindle_torque_Nm,spindle_temp_C,coolant_temp_C,ambient_temp_C,vibration_x_g,vibration_y_g,vibration_z_g,surface_roughness_Ra,dimensional_error_mm,tool_wear_mm,cycle_time_s,tool_condition,fault_label
1033,11949.6,1228,239.7,1.63,0.31,28.6,13.36,19.11,62.7,26.6,27.6,0.1765,0.0826,0.0656,1.964,0.0201,0.1733,47.5,Worn,0
1034,11958.8,1416,171.7,1.45,0.36,41.4,13.76,17.07,59.5,27.9,27.0,0.1622,0.0946,0.097,1.397,0.0165,0.195,49.2,Worn,0
1035,11972.4,900,179.8,1.72,0.23,23.0,12.09,16.72,58.2,30.1,24.0,0.2116,0.1189,0.1227,1.66,0.0233,0.1651,49.6,Worn,0
1036,11982.5,1133,159.8,1.58,0.28,30.1,12.1,19.5,59.7,27.1,27.0,0.1673,0.0395,0.0234,1.668,0.0192,0.1877,50.5,Worn,0
1037,11992.0,1415,197.8,1.84,0.36,40.3,14.56,19.54,67.9,36.0,25.9,0.1977,0.1327,0.0716,1.43,0.1404,0.1945,40.2,Worn,3
1038,12004.1,987,189.1,0.9,0.25,42.1,10.82,17.61,55.1,28.0,26.4,0.1573,0.1192,0.0553,2.027,0.021,0.2038,40.3,Worn,0
1039,12016.5,1258,155.9,1.46,0.32,35.8,13.04,19.8,61.0,25.2,25.9,0.2116,0.0785,0.1063,1.891,0.0119,0.1915,44.8,Worn,0
1040,12027.8,1216,132.6,0.55,0.31,38.9,11.67,18.42,65.1,26.2,23.3,0.0537,0.0576,0.0897,1.793,0.0091,0.1855,48.1,Worn,0
1041,12036.7,1244,205.8,1.56,0.31,43.6,12.97,18.43,63.7,32.8,28.4,0.2195,0.0851,0.1334,2.091,0.1313,0.1471,44.5,Good,3
1042,12049.4,1128,231.7,2.04,0.28,47.3,13.62,18.24,56.5,24.3,25.8,0.1755,0.1792,0.1435,1.748,0.0351,0.1938,45.4,Worn,0
1043,12062.1,1100,205.2,1.39,0.28,29.4,12.42,16.57,63.8,30.2,23.4,0.2021,0.0845,0.1587,1.376,0.0224,0.2083,45.2,Worn,0
1044,12071.6,926,243.0,2.06,0.23,31.8,11.53,16.69,54.6,26.5,26.2,0.2163,0.0827,0.0908,1.236,0.0171,0.187,45.1,Worn,0
1045,12086.0,1185,139.5,1.77,0.3,21.3,13.27,14.94,63.8,26.1,26.4,0.16,0.1811,0.0914,1.895,0.024,0.1769,49.0,Worn,0
1046,12100.6,1271,163.4,1.33,0.32,33.9,13.19,18.52,59.9,29.1,24.6,0.0675,0.1662,0.0804,2.109,0.0144,0.1659,46.4,Worn,0
1047,12110.9,1188,113.5,1.88,0.3,41.5,13.83,18.11,56.2,29.5,28.1,0.2353,0.1848,0.0575,1.933,0.0246,0.2024,41.0,Worn,0
1048,12124.6,1095,185.1,1.33,0.28,38.1,12.08,17.42,59.8,26.6,28.7,0.2132,0.1246,0.1056,1.504,0.0201,0.1881,41.7,Worn,0
1049,12135.2,1286,132.7,0.21,0.32,38.1,12.87,17.01,60.7,28.8,29.0,0.2215,0.0509,0.0634,1.465,0.0149,0.1838,44.6,Worn,0
1050,12146.4,1220,188.7,1.17,0.31,32.2,12.71,16.48,59.6,30.0,27.6,0.18,0.1258,0.0732,1.51,0.0218,0.1862,42.3,Worn,0
1051,12155.8,1144,181.5,1.64,0.29,30.3,13.05,16.75,58.3,24.9,26.4,0.2151,0.0731,0.0527,2.043,0.016,0.1668,46.9,Worn,0
1052,12164.0,1172,246.9,1.1,0.29,33.8,12.34,17.78,60.2,24.3,26.4,0.1878,0.0751,0.0464,1.595,0.0196,0.1786,42.2,Worn,0
1053,12178.7,1063,232.0,1.22,0.27,37.7,12.85,16.17,59.2,26.2,27.0,0.1784,0.1628,0.1315,1.8,0.0121,0.1971,47.0,Worn,0
1054,12186.9,1290,148.0,1.65,0.32,39.0,13.62,18.99,66.6,28.6,27.7,0.1869,0.0442,0.111,2.014,0.0199,0.1893,40.9,Worn,0
1055,12198.4,891,130.9,1.69,0.22,38.0,13.34,16.64,60.7,29.2,27.3,0.2218,0.1455,0.072,1.616,0.017,0.1866,43.7,Worn,0
1056,12212.4,1216,186.6,1.68,0.31,42.5,13.18,18.24,57.7,28.3,26.4,0.0836,0.0969,0.0308,1.751,0.0244,0.2098,46.9,Worn,0
1057,12225.7,1439,154.3,2.29,0.36,43.8,13.99,18.96,62.6,28.6,25.9,0.2221,0.1006,0.0924,1.802,0.0215,0.1521,45.6,Worn,0
1058,12239.3,1265,200.5,0.46,0.32,42.7,11.9,17.94,61.0,30.0,25.1,0.0685,0.0435,0.0689,1.747,0.0189,0.1868,48.8,Worn,0
1059,12248.9,1138,170.4,1.12,0.29,20,12.96,15.74,60.3,30.5,26.6,0.1566,0.1289,0.0616,1.694,0.0217,0.1602,45.6,Worn,0
1060,12259.6,1155,196.1,1.83,0.29,27.3,12.17,18.8,60.3,25.5,26.9,0.1788,0.1228,0.0889,2.35,0.0183,0.1671,34.8,Worn,0
1061,12272.9,1218,174.8,1.56,0.31,35.3,12.93,18.0,53.4,28.8,22.3,0.2072,0.1001,0.1127,1.636,0.0167,0.1835,45.1,Worn,0
1062,12284.9,1305,184.6,1.8,0.33,30.6,14.25,19.97,54.1,28.6,25.3,0.7147,0.4086,0.3713,5.509,0.0764,0.1905,43.3,Worn,2
1063,12295.3,1087,222.0,1.73,0.27,31.6,12.38,18.4,64.2,28.4,28.1,0.2094,0.0876,0.1064,1.866,0.0172,0.1663,47.1,Worn,0
1064,12303.3,1065,173.6,1.49,0.27,25.1,12.28,16.89,58.6,28.6,23.7,0.0947,0.1745,0.0584,1.638,0.019,0.1798,41.9,Worn,0
1065,12318.0,1283,195.1,1.23,0.32,35.1,12.86,16.03,56.7,26.4,25.0,0.2173,0.0988,0.1036,1.733,0.0226,0.1691,44.3,Worn,0
1066,12326.9,1153,187.3,1.56,0.29,44.1,13.54,18.1,56.5,29.3,26.2,0.2667,0.1724,0.071,2.017,0.0188,0.1886,38.7,Worn,0
1067,12337.9,957,196.2,2.01,0.24,36.7,12.21,18.81,63.2,30.8,28.2,0.2098,0.0912,0.0801,2.158,0.023,0.2045,47.1,Worn,0
1068,12350.9,1327,210.5,1.73,0.33,38.6,13.64,15.77,62.0,25.7,29.3,0.1984,0.1022,0.1214,1.546,0.0173,0.1998,46.9,Worn,0
1069,12363.9,1193,233.6,1.1,0.3,51.7,13.74,18.53,59.9,25.5,24.2,0.1909,0.146,0.0918,1.458,0.0177,0.1937,46.6,Worn,0
1070,12376.0,1069,170.0,1.15,0.27,43.6,12.48,18.97,57.5,24.5,26.9,0.1743,0.071,0.108,1.893,0.0241,0.2042,41.6,Worn,0
1071,12390.8,1131,209.1,1.56,0.28,30.9,13.39,17.96,61.8,28.7,30.4,0.2378,0.0737,0.1249,1.718,0.0241,0.1882,46.6,Worn,0
1072,12400.0,1252,196.1,1.1,0.31,45.8,13.72,19.79,59.8,26.8,26.6,0.1868,0.0377,0.0821,1.659,0.0115,0.1692,43.4,Worn,0
1073,12414.6,1230,158.3,1.45,0.31,41.5,12.69,18.67,57.1,29.3,28.5,0.1727,0.1952,0.0585,1.541,0.0154,0.1636,49.1,Worn,0
1074,12429.4,1137,195.1,2.19,0.29,41.2,12.95,18.96,62.4,28.8,29.6,0.2079,0.1452,0.0775,1.717,0.0191,0.1854,44.9,Worn,0
1075,12441.5,1188,182.2,2.49,0.3,41.0,14.23,20.65,65.4,34.3,26.4,0.2799,0.1077,0.0737,1.731,0.0955,0.1981,46.2,Worn,3
1076,12453.2,1220,178.4,1.24,0.31,32.5,11.99,16.98,58.1,28.9,26.0,0.1733,0.1234,0.1283,1.963,0.0144,0.1955,43.2,Worn,0
1077,12463.2,1334,197.7,1.67,0.34,39.1,13.36,18.81,63.4,29.9,25.5,0.1284,0.1261,0.0966,1.945,0.023,0.2033,44.5,Worn,0
1078,12477.2,1229,202.0,1.35,0.31,45.8,13.67,17.8,59.7,31.8,27.0,0.1109,0.1219,0.0995,1.868,0.0181,0.204,47.3,Worn,0
1079,12486.5,1291,163.4,1.57,0.32,41.7,14.28,18.6,56.8,26.8,28.0,0.0239,0.061,0.1209,1.67,0.0146,0.1897,50.0,Worn,0
1080,12499.9,1127,195.7,1.62,0.28,31.4,12.75,17.36,63.8,28.2,27.0,0.1488,0.16,0.0575,1.724,0.0111,0.1834,50.0,Worn,0
1081,12511.2,1287,173.6,1.25,0.32,39.1,13.71,18.95,59.7,26.5,27.8,0.7715,0.2566,0.3079,5.963,0.0677,0.1774,42.0,Worn,2
1082,12522.4,1376,170.1,1.43,0.35,43.7,12.67,19.0,58.9,26.1,28.2,0.1588,0.0842,0.0939,1.868,0.013,0.1738,48.3,Worn,0
1083,12536.1,1255,177.5,1.05,0.32,21.1,12.94,13.88,62.0,29.9,30.3,0.2402,0.1234,0.0665,1.943,0.022,0.2058,48.9,Worn,0
1084,12548.6,1277,154.8,1.43,0.32,40.7,14.42,19.71,63.2,26.6,26.9,0.4298,0.5421,0.3038,5.87,0.0821,0.1543,43.7,Worn,2
1085,12559.5,1105,120.2,2.18,0.28,47.8,12.71,19.05,55.3,28.3,24.8,0.148,0.0861,0.1001,1.93,0.0258,0.1949,49.8,Worn,0
1086,12572.2,1217,171.3,1.23,0.31,36.0,11.87,16.44,59.8,25.3,28.9,0.1163,0.238,0.0872,1.834,0.0153,0.1752,45.1,Worn,0
1087,12584.9,1173,195.5,1.79,0.29,24.1,12.23,15.57,62.5,30.0,27.4,0.1869,0.1331,0.1361,1.981,0.0214,0.217,47.3,Worn,0
1088,12596.9,1510,165.0,1.76,0.38,35.5,13.49,16.62,59.5,28.5,27.9,0.2242,0.1713,0.1402,1.493,0.0144,0.1999,43.8,Worn,0
1089,12610.4,1207,193.0,1.43,0.3,20,13.17,17.82,60.7,25.4,25.3,0.1117,0.0278,0.134,1.564,0.0143,0.1541,46.9,Worn,0
1090,12625.1,1053,265.7,1.44,0.26,34.1,12.67,18.84,63.0,28.9,25.1,0.2187,0.1204,0.076,2.174,0.024,0.1836,43.5,Worn,0
1091,12640.1,1237,245.8,1.48,0.31,28.6,12.05,18.99,62.1,29.7,28.5,0.1834,0.1167,0.0404,1.352,0.0167,0.199,39.3,Worn,0
1092,12650.0,1213,194.5,1.86,0.3,28.4,12.8,17.65,53.2,25.7,23.4,0.1675,0.1054,0.1611,1.521,0.0184,0.213,45.1,Worn,0
1093,12663.4,1238,186.6,1.31,0.31,32.3,13.0,15.25,59.2,28.7,26.8,0.1954,0.1392,0.1266,1.707,0.0131,0.1871,50.9,Worn,0
1094,12675.2,1050,138.1,1.88,0.26,21.7,13.57,15.74,65.9,31.4,25.9,0.1407,0.1266,0.1233,2.444,0.1415,0.169,46.1,Worn,3
1095,12686.2,1139,172.0,0.81,0.29,25.0,12.51,16.41,60.0,26.4,25.4,0.1205,0.0656,0.1214,1.679,0.0213,0.1992,44.7,Worn,0
1096,12698.9,1290,163.6,1.64,0.32,49.1,13.37,18.94,60.2,29.4,29.9,0.1594,0.1765,0.0762,1.957,0.0093,0.1703,42.3,Worn,0
1097,12711.5,1092,201.9,1.67,0.27,35.4,14.0,17.07,58.1,29.3,24.1,0.18,0.1589,0.0901,1.629,0.0263,0.2366,45.3,Worn,0
1098,12725.9,1161,208.0,1.96,0.29,45.1,13.54,20.24,61.4,26.2,27.7,0.2504,0.0984,0.15,1.701,0.0142,0.1898,43.6,Worn,0
1099,12739.7,1158,240.9,1.27,0.29,34.7,12.78,17.79,56.6,33.1,27.0,0.1817,0.1311,0.0625,2.037,0.0147,0.1731,46.4,Worn,0
1100,12753.1,1351,174.3,1.32,0.34,32.8,12.56,17.55,61.1,27.9,29.7,0.1572,0.1357,0.0547,1.551,0.0267,0.1698,46.6,Worn,0
1101,12761.2,1149,185.8,0.61,0.29,40.3,12.48,19.21,58.2,30.5,30.7,0.082,0.0606,0.0701,1.667,0.03,0.1817,44.0,Worn,0
1102,12774.5,1171,120.2,1.11,0.29,40.7,13.07,17.61,63.3,32.6,28.5,0.2175,0.0405,0.0952,1.497,0.0155,0.1872,43.4,Worn,0
1103,12783.9,1104,176.6,1.52,0.28,31.6,13.56,20.6,58.8,29.0,26.5,0.4147,0.2644,0.4848,4.954,0.0784,0.2131,47.2,Worn,2
1104,12797.1,1045,130.1,1.95,0.26,25.6,12.02,17.39,62.7,27.0,26.7,0.1277,0.0929,0.0551,1.672,0.0212,0.1801,40.1,Worn,0
1105,12807.8,1341,224.4,1.7,0.34,33.4,13.67,17.61,62.2,25.9,26.0,0.1187,0.1444,0.103,1.703,0.0234,0.2082,41.0,Worn,0
1106,12817.6,1326,163.1,1.95,0.33,29.7,13.93,16.41,63.0,28.6,26.4,0.1596,0.0947,0.1201,1.82,0.0359,0.2276,44.0,Worn,0
1107,12828.4,1348,201.6,0.5,0.34,25.3,11.84,17.15,60.5,30.2,26.1,0.2017,0.1364,0.0918,2.188,0.0219,0.213,46.2,Worn,0
1108,12837.8,1130,157.9,1.45,0.28,35.7,12.79,17.62,60.8,25.4,25.7,0.2075,0.1152,0.069,1.718,0.0231,0.1703,48.1,Worn,0
1109,12851.7,1153,173.4,1.65,0.29,43.7,14.99,18.41,62.8,28.0,27.0,0.173,0.1621,0.0189,1.855,0.0152,0.1953,47.4,Worn,0
1110,12862.6,1274,195.5,2.4,0.32,33.5,12.81,18.43,56.0,31.0,26.6,0.2621,0.0335,0.1291,1.597,0.022,0.2171,47.6,Worn,0
1111,12877.3,1293,212.3,1.32,0.33,40.2,13.77,21.14,60.2,27.8,23.8,0.6847,0.3048,0.3566,6.427,0.0625,0.1545,42.2,Worn,2
1112,12890.3,1037,149.6,1.5,0.26,46.9,12.71,18.68,64.8,29.7,27.1,0.1995,0.1075,0.089,1.763,0.0207,0.1999,45.4,Worn,0
1113,12903.7,990,147.8,1.26,0.25,33.6,11.29,17.15,58.1,23.6,26.6,0.1314,0.109,0.13,1.736,0.0208,0.1961,43.5,Worn,0
1114,12916.5,1361,184.3,1.28,0.34,33.8,14.05,17.33,58.5,28.4,28.4,0.1751,0.0991,0.1083,2.057,0.0135,0.1829,45.3,Worn,0
1115,12931.4,1110,235.6,1.02,0.28,34.8,12.16,15.62,68.3,33.5,26.7,0.1693,0.1019,0.0859,1.969,0.1123,0.2273,44.0,Worn,3
1116,12945.3,1293,142.0,2.29,0.32,32.9,13.8,17.16,62.2,27.7,27.5,0.2062,0.1545,0.0959,1.9,0.0186,0.2069,46.3,Worn,0
1117,12957.4,1097,194.3,0.92,0.28,38.4,12.56,17.06,59.7,27.6,25.4,0.1614,0.0202,0.1246,1.809,0.0197,0.2065,46.2,Worn,0
1118,12971.7,1247,113.5,1.63,0.31,33.0,12.8,16.1,58.5,29.0,23.5,0.2066,0.1197,0.0711,1.58,0.0125,0.1955,46.0,Worn,0
1119,12984.6,899,148.7,0.79,0.23,51.6,12.53,17.71,57.5,28.4,28.9,0.1435,0.1408,0.1015,2.013,0.0244,0.2084,42.2,Worn,0
1120,12992.9,1073,199.5,1.62,0.27,35.1,12.79,17.43,58.9,29.7,24.9,0.0551,0.0545,0.136,1.254,0.0195,0.1908,46.5,Worn,0
1121,13005.4,1250,192.7,1.22,0.31,30.4,13.21,17.25,61.5,27.2,26.0,0.1676,0.128,0.0834,1.354,0.0126,0.1831,41.5,Worn,0
1122,13014.3,1336,174.3,1.68,0.34,26.4,13.27,16.18,64.9,29.6,26.6,0.1702,0.1549,0.0746,1.985,0.0173,0.1912,44.6,Worn,0
1123,13022.4,979,162.1,1.19,0.25,30.8,11.62,15.31,62.3,25.5,25.3,0.2144,0.1576,0.0639,1.904,0.0198,0.1882,44.8,Worn,0
1124,13033.3,1595,186.0,0.89,0.4,42.9,15.22,18.82,64.0,28.3,26.8,0.2095,0.1878,0.1228,1.636,0.0174,0.2058,46.3,Worn,0
1125,13041.5,1130,194.2,1.93,0.28,35.2,13.36,17.43,62.2,29.0,27.4,0.1793,0.1358,0.0908,1.433,0.0236,0.1845,47.3,Worn,0
1126,13052.5,1177,227.0,2.14,0.3,32.5,13.16,19.64,61.3,31.3,30.3,0.2429,0.1476,0.0512,1.857,0.0251,0.1909,44.1,Worn,0
1127,13063.3,1544,164.4,1.73,0.39,28.3,14.61,16.4,59.7,26.9,25.1,0.1744,0.1186,0.0863,2.021,0.0215,0.201,44.0,Worn,0
1128,13072.6,1211,229.6,1.05,0.3,36.2,12.7,19.05,71.3,32.6,27.6,0.2141,0.1885,0.075,1.428,0.0958,0.1943,41.0,Worn,3
1129,13084.0,1218,164.4,0.77,0.31,28.6,13.66,17.5,53.4,29.8,25.6,0.1303,0.0839,0.097,1.857,0.0161,0.196,46.5,Worn,0
1130,13095.3,1229,249.5,1.84,0.31,45.8,14.77,21.42,69.2,30.5,28.1,0.6732,0.6681,0.228,4.14,0.0908,0.2171,44.8,Worn,2
1131,13104.8,1136,222.2,1.11,0.29,29.0,12.87,18.08,55.7,29.4,28.4,0.2265,0.0979,0.0477,1.778,0.0191,0.1998,46.6,Worn,0
1132,13117.1,1313,252.5,1.52,0.33,35.5,14.26,17.05,62.0,28.8,22.6,0.1239,0.122,0.104,1.463,0.0256,0.2154,52.0,Worn,0
1133,13128.0,1165,134.0,1.89,0.29,36.7,13.79,20.38,60.6,30.7,27.6,0.7304,0.5649,0.2655,4.438,0.1056,0.2273,49.2,Worn,2
1134,13136.6,1296,141.7,1.59,0.33,28.5,12.81,16.84,56.6,26.1,27.9,0.1012,0.186,0.1073,2.092,0.0258,0.2386,42.7,Worn,0
1135,13145.8,1262,161.2,0.9,0.32,43.1,13.93,17.98,63.1,30.4,28.1,0.1727,0.1735,0.0775,1.566,0.0092,0.1886,43.1,Worn,0
1136,13157.4,1240,219.1,1.58,0.31,23.0,12.94,15.57,57.2,25.6,28.2,0.1483,0.0961,0.0666,1.317,0.0183,0.1983,50.4,Worn,0
1137,13169.6,1232,160.6,1.81,0.31,22.6,12.46,16.82,60.8,27.5,24.4,0.2366,0.1003,0.0643,1.826,0.0104,0.1859,41.1,Worn,0
1138,13184.0,1141,201.7,1.76,0.29,32.6,11.18,18.15,58.4,28.9,29.5,0.071,0.1028,0.1135,1.929,0.0207,0.2298,44.3,Worn,0
1139,13197.8,1280,172.3,1.14,0.32,40.3,12.99,18.74,62.5,26.2,24.7,0.2484,0.1408,0.1145,1.72,0.008,0.1759,44.1,Worn,0
1140,13208.5,1421,194.2,1.77,0.36,34.6,13.03,15.93,59.3,27.9,27.4,0.1542,0.0765,0.0738,1.462,0.0196,0.195,40.9,Worn,0
1141,13220.4,1228,161.2,1.37,0.31,29.6,13.22,17.13,59.0,29.5,25.6,0.1601,0.1342,0.1115,1.89,0.0194,0.2273,46.8,Worn,0
1142,13234.7,1175,134.7,1.23,0.3,38.6,12.34,17.09,59.8,29.5,26.7,0.1751,0.1218,0.1246,1.664,0.0177,0.1539,45.4,Worn,0
1143,13245.1,1236,149.8,1.29,0.31,34.2,13.37,18.81,56.2,27.8,30.4,0.132,0.0961,0.0852,1.562,0.0183,0.1922,46.3,Worn,0
1144,13259.0,1255,215.1,2.71,0.32,20.1,12.83,14.68,62.2,27.5,27.3,0.1145,0.0694,0.0826,1.949,0.0272,0.2344,52.0,Worn,0
1145,13270.6,1121,189.8,1.61,0.28,28.1,12.4,17.46,65.4,33.8,26.7,0.189,0.0634,0.1052,1.924,0.0728,0.2264,42.2,Worn,3
1146,13282.0,1356,133.9,1.09,0.34,30.8,13.89,16.67,60.9,27.8,27.5,0.2035,0.1842,0.0569,1.64,0.0218,0.2102,48.2,Worn,0
1147,13292.1,770,174.9,1.08,0.19,30.8,12.86,17.38,65.2,32.8,25.2,0.2139,0.1683,0.0845,1.637,0.0908,0.1914,49.1,Worn,3
1148,13305.8,1305,186.0,2.24,0.33,44.4,13.66,19.37,62.6,28.9,27.2,0.1773,0.0609,0.0536,1.47,0.0192,0.1733,45.1,Worn,0
1149,13317.0,911,132.4,1.76,0.23,39.5,12.28,19.1,58.7,27.4,23.2,0.1495,0.1718,0.1225,1.717,0.0161,0.1799,41.3,Worn,0
1150,13330.6,1168,218.5,1.81,0.29,44.7,13.76,18.77,54.7,29.1,28.8,0.0661,0.1312,0.1046,2.487,0.0165,0.2111,50.7,Worn,0
1151,13341.8,1154,151.9,1.72,0.29,44.7,13.01,19.88,56.5,25.7,27.5,0.1722,0.1416,0.0691,1.457,0.0254,0.1855,46.6,Worn,0
1152,13352.1,1120,218.7,1.43,0.28,34.0,13.44,16.74,60.6,23.1,24.3,0.2068,0.1008,0.0732,1.843,0.0206,0.1913,41.2,Worn,0
1153,13360.4,1297,133.0,0.83,0.33,41.5,12.47,18.69,52.1,25.3,25.5,0.2599,0.1504,0.0671,1.588,0.0182,0.2237,46.4,Worn,0
1154,13369.8,756,166.0,1.86,0.19,28.1,11.74,18.14,59.4,30.5,27.9,0.0789,0.2066,0.0932,1.743,0.0152,0.1977,40.6,Worn,0
1155,13379.0,1248,161.7,1.46,0.31,44.5,12.72,19.26,63.3,27.5,25.9,0.2608,0.0924,0.0561,1.906,0.0171,0.1813,42.0,Worn,0
1156,13389.3,1462,212.4,1.28,0.37,33.7,12.89,17.17,60.7,29.0,24.3,0.0692,0.1264,0.0513,1.529,0.0138,0.1699,47.7,Worn,0
1157,13404.1,1273,183.4,1.3,0.32,36.2,12.93,17.49,64.7,26.0,23.7,0.1439,0.0736,0.0812,1.79,0.0167,0.1911,45.0,Worn,0
1158,13417.1,1368,189.6,0.97,0.34,37.7,13.89,16.08,62.3,24.9,28.2,0.1896,0.0438,0.0563,1.543,0.023,0.2251,40.0,Worn,0
1159,13425.8,1099,217.3,1.21,0.28,22.6,12.38,15.86,55.0,24.9,26.7,0.1772,0.1319,0.0659,1.887,0.0113,0.1623,47.0,Worn,0
1160,13435.2,1328,175.4,1.33,0.33,43.6,14.31,18.29,61.2,23.0,30.6,0.2331,0.1569,0.0351,2.115,0.0233,0.2454,49.8,Worn,0
1161,13447.0,1237,183.7,0.97,0.31,22.4,15.07,18.29,56.0,26.5,28.9,0.5897,0.8017,0.2369,5.267,0.086,0.1823,43.5,Worn,2
1162,13461.4,1477,176.4,0.8,0.37,42.3,14.07,18.27,64.4,25.9,23.6,0.1062,0.1961,0.0587,1.784,0.0248,0.2383,48.9,Worn,0
1163,13470.5,1388,156.1,1.35,0.35,30.0,13.69,18.01,62.6,30.6,25.6,0.0763,0.0164,0.0927,1.621,0.0239,0.1523,46.0,Worn,0
1164,13479.1,1350,141.2,1.84,0.34,38.1,13.76,18.08,62.8,26.3,28.5,0.1791,0.1449,0.1256,1.496,0.0256,0.2018,48.3,Worn,0
1165,13491.1,991,167.9,1.91,0.25,30.6,12.74,19.38,56.9,30.6,28.4,0.1277,0.1486,0.0462,1.238,0.0158,0.2011,39.2,Worn,0
1166,13505.4,1415,210.7,1.4,0.36,41.1,14.03,19.26,60.9,34.6,28.1,0.396,0.2987,0.3905,5.159,0.0855,0.1731,46.6,Worn,2
1167,13518.0,1599,178.5,1.51,0.4,33.1,13.45,16.89,59.1,28.4,26.1,0.2201,0.0937,0.0753,2.421,0.0216,0.2337,45.8,Worn,0
1168,13531.2,1355,178.0,1.52,0.34,34.9,12.27,18.96,64.8,30.1,29.2,0.2192,0.1158,0.0828,1.905,0.0261,0.2374,44.9,Worn,0
1169,13545.5,1241,211.1,1.25,0.31,37.6,12.48,17.41,63.7,27.7,29.0,0.1782,0.1292,0.1016,1.876,0.0239,0.1878,46.6,Worn,0
1170,13559.6,1318,189.8,1.2,0.33,39.6,13.71,17.56,60.4,28.5,29.5,0.1895,0.0832,0.1143,1.745,0.0244,0.2127,43.4,Worn,0
1171,13571.8,1099,214.2,1.64,0.28,39.3,13.02,18.87,65.2,29.0,23.5,0.1203,0.2162,0.0888,1.568,0.0194,0.1971,42.1,Worn,0
1172,13580.3,1182,159.8,2.47,0.3,26.9,13.35,17.81,58.6,30.2,27.0,0.182,0.1491,0.0895,1.28,0.0175,0.2133,47.9,Worn,0
1173,13590.9,1196,167.5,1.37,0.3,28.9,12.27,15.59,59.4,27.7,27.7,0.1845,0.1164,0.1164,1.707,0.0216,0.2105,45.2,Worn,0
1174,13600.6,1040,180.9,1.72,0.26,37.9,11.95,18.51,58.9,28.2,27.8,0.1953,0.128,0.0946,1.353,0.0186,0.1938,48.2,Worn,0
1175,13611.5,955,126.9,2.21,0.24,36.3,12.86,19.25,61.4,27.4,27.2,0.4709,0.2615,0.5246,5.414,0.068,0.2249,45.3,Worn,2
1176,13625.3,1138,161.3,1.56,0.29,32.1,13.32,20.01,70.1,32.4,27.8,0.108,0.0437,0.0949,1.733,0.1388,0.2174,44.8,Worn,3
1177,13635.6,1244,164.1,1.49,0.31,31.4,13.96,17.45,64.1,39.7,27.7,0.0938,0.1689,0.1035,1.731,0.1108,0.2069,49.7,Worn,3
1178,13644.5,1254,192.2,2.7,0.32,40.7,13.92,18.71,58.9,26.6,24.6,0.199,0.1246,0.0912,2.52,0.0253,0.2121,42.7,Worn,0
1179,13654.7,1211,193.7,1.53,0.3,39.9,13.96,18.26,65.5,26.6,27.9,0.2099,0.1443,0.0647,2.065,0.0251,0.2143,45.1,Worn,0
1180,13668.3,1077,159.9,1.81,0.27,35.2,12.02,17.04,61.8,25.1,27.9,0.109,0.0632,0.0921,1.736,0.0184,0.1852,49.1,Worn,0
1181,13680.2,1134,166.7,1.21,0.28,36.0,13.76,16.92,61.5,28.9,25.7,0.1844,0.0804,0.1189,1.977,0.0095,0.178,49.0,Worn,0
1182,13694.3,992,177.1,1.21,0.25,38.4,11.59,18.97,64.1,28.8,22.2,0.2244,0.1016,0.0816,2.244,0.0247,0.203,40.5,Worn,0
1183,13704.6,985,162.6,1.37,0.25,27.2,11.93,17.35,65.2,28.1,25.0,0.2054,0.1095,0.1171,1.316,0.0205,0.2099,47.1,Worn,0
1184,13713.7,992,191.3,2.4,0.25,27.1,12.52,16.32,57.9,25.3,28.3,0.2665,0.1315,0.0608,1.504,0.0241,0.2062,47.3,Worn,0
1185,13723.8,990,187.9,1.0,0.25,26.1,11.44,16.15,59.0,29.9,25.5,0.1983,0.1621,0.0964,1.388,0.0252,0.2092,45.1,Worn,0
1186,13737.5,1055,184.8,1.26,0.27,35.9,12.85,16.21,57.7,27.0,26.6,0.1726,0.0681,0.1516,1.805,0.0153,0.2082,50.6,Worn,0
1187,13752.3,1120,191.8,1.58,0.28,21.1,10.85,15.77,57.3,27.5,25.2,0.0875,0.17,0.0952,1.844,0.0197,0.1956,46.1,Worn,0
1188,13761.3,1470,154.9,0.77,0.37,25.9,11.84,17.32,63.6,27.4,25.1,0.1655,0.1629,0.0661,1.901,0.0133,0.2277,43.0,Worn,0
1189,13774.0,933,213.1,1.56,0.23,42.0,13.18,19.69,59.3,27.5,24.5,0.1708,0.1725,0.0909,1.773,0.0151,0.2037,43.7,Worn,0
1190,13783.6,1183,203.7,0.91,0.3,36.8,12.73,19.0,60.8,28.5,25.5,0.1631,0.0213,0.1131,1.551,0.0189,0.2227,42.6,Worn,0
1191,13793.1,1302,190.2,1.32,0.33,34.0,12.41,18.4,61.0,29.0,26.3,0.2043,0.108,0.0326,1.887,0.0165,0.2245,42.9,Worn,0
1192,13807.1,1336,166.3,1.4,0.34,34.4,14.59,17.57,58.0,31.7,24.1,0.1674,0.1495,0.0959,1.833,0.0301,0.2483,46.4,Worn,0
1193,13817.3,1248,184.8,0.36,0.31,38.2,12.49,19.02,62.5,30.5,28.8,0.2301,0.1442,0.0947,2.191,0.0263,0.24,47.0,Worn,0
